Data Source in SDW: http://sdw.ecb.europa.eu/browseSelection.do?org.apache.struts.taglib.html.TOKEN=674b45f478b7c655939c4c091b855685&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=3&removeItem=&removedItemList=&mergeFilter=&activeTab=YC&showHide=&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9691417&legendRef=reference&legendPub=published&legendNor=
,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_10Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_11Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_12Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_13Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_14Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_15Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_1Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_20Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_25Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_2Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_30Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_3M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_3Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_4Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_5Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_6M,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_6Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_7Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_8Y,YC.B.U2.EUR.4F.G_N_A.SV_C_YM.PY_9Y
2013-02-28,1.813804,1.969527,2.103131,2.215962,2.309746,2.386374,0.012597,2.575945,2.573424,0.102282,2.489688,0.025390,0.273236,0.491455,0.731868,0.011855,0.976581,1.213380,1.434455,1.635299
2013-02-27,1.800586,1.955706,2.088981,2.201711,2.295577,2.372428,0.011736,2.564211,2.564216,0.101998,2.482564,0.022420,0.271938,0.488304,0.726547,0.009788,0.969105,1.203966,1.423421,1.623000
2013-02-26,1.850731,2.005557,2.138419,2.250679,2.344059,2.420435,0.028724,2.610416,2.609679,0.130083,2.528020,0.028498,0.308007,0.529964,0.771981,0.019782,1.016957,1.253245,1.473422,1.673235
2013-02-25,1.934437,2.086808,2.217679,2.328442,2.420807,2.496609,0.058788,2.688430,2.693335,0.191258,2.618036,0.023719,0.387590,0.619254,0.865246,0.027912,1.110630,1.345292,1.562853,1.759746
2013-02-22,1.893155,2.046057,2.177315,2.288301,2.380722,2.456425,0.046484,2.646040,2.647331,0.165288,2.568165,0.026321,0.353130,0.579890,0.823376,0.025024,1.067783,1.302375,1.520347,1.717844
2013-02-21,1.910110,2.059561,2.188055,2.296921,2.387800,2.462465,0.072372,2.651970,2.657112,0.203904,2.582625,0.035435,0.396761,0.623545,0.864056,0.040552,1.103909,1.333340,1.546173,1.738934
2013-02-20,1.961781,2.110775,2.238706,2.346971,2.437252,2.511352,0.088898,2.698872,2.703399,0.232720,2.629181,0.039767,0.434299,0.667080,0.911540,0.049271,1.153830,1.384610,1.598030,1.790864
2013-02-19,1.940352,2.089601,2.217706,2.326058,2.416345,2.490372,0.077561,2.676726,2.679447,0.216085,2.603332,0.034322,0.414483,0.645530,0.889207,0.041646,1.131303,1.362222,1.575940,1.769116
2013-02-18,1.937879,2.086676,2.214257,2.322035,2.411715,2.485118,0.075175,2.668432,2.668626,0.213449,2.590565,0.032576,0.411973,0.643289,0.887227,0.039630,1.129493,1.360450,1.574063,1.766999
2013-02-15,1.939957,2.088173,2.215262,2.322639,2.412004,2.485172,0.074205,2.668168,2.668794,0.215929,2.591388,0.027563,0.416299,0.648371,0.892358,0.036129,1.134245,1.364594,1.577506,1.769736
2013-02-14,1.946158,2.094372,2.221369,2.328580,2.417722,2.490626,0.077655,2.672043,2.671165,0.219095,2.592555,0.031786,0.419702,0.652272,0.896843,0.040027,1.139290,1.370110,1.583375,1.775832
2013-02-13,1.970358,2.115922,2.240550,2.345691,2.433059,2.504467,0.097027,2.681648,2.679784,0.249040,2.601567,0.038730,0.455185,0.689799,0.934092,0.051615,1.174810,1.403088,1.613438,1.802906
2013-02-12,1.932947,2.077869,2.202119,2.307087,2.394436,2.465936,0.088054,2.644324,2.643683,0.234536,2.566209,0.034095,0.435642,0.665841,0.906397,0.045525,1.144053,1.369898,1.578381,1.766468
2013-02-11,1.905229,2.051967,2.178032,2.284750,2.373745,2.446766,0.081266,2.630755,2.632995,0.216800,2.556717,0.038626,0.410695,0.636523,0.874823,0.045948,1.111752,1.337935,1.547463,1.737031
2013-02-08,1.907983,2.053851,2.178979,2.284725,2.372741,2.444793,0.081665,2.624466,2.623526,0.218645,2.545058,0.037898,0.413755,0.640472,0.879301,0.045592,1.116408,1.342456,1.551585,1.740547
2013-02-07,1.916775,2.062807,2.187890,2.293414,2.381060,2.452629,0.091156,2.629014,2.624653,0.224589,2.543316,0.052169,0.418314,0.644950,0.884400,0.058023,1.122421,1.349415,1.559367,1.748949
2013-02-06,1.926417,2.067155,2.187934,2.290098,2.375242,2.445063,0.110755,2.620518,2.621564,0.263994,2.547155,0.046180,0.465978,0.693316,0.928849,0.061782,1.160444,1.379959,1.582340,1.764846
2013-02-05,1.945515,2.085051,2.204515,2.305309,2.389075,2.457540,0.116065,2.627124,2.624119,0.274928,2.547154,0.046259,0.481113,0.711392,0.948782,0.063705,1.181339,1.401099,1.603170,1.784955
2013-02-04,1.925424,2.065769,2.185701,2.286640,2.370262,2.438335,0.110104,2.603590,2.594794,0.257549,2.512241,0.053852,0.457674,0.685402,0.922410,0.066213,1.155796,1.376945,1.580540,1.763727
2013-02-01,1.913791,2.053071,2.172139,2.272390,2.355471,2.423127,0.115228,2.587471,2.578633,0.261303,2.496216,0.059337,0.459449,0.684920,0.919618,0.071657,1.150794,1.369923,1.571734,1.753386
2013-01-31,1.955517,2.090538,2.205959,2.303184,2.383829,2.449590,0.150083,2.610441,2.603571,0.314989,2.524968,0.071540,0.522572,0.751111,0.984773,0.092369,1.212465,1.426839,1.623427,1.799911
2013-01-30,1.978419,2.112384,2.227107,2.323981,2.404593,2.470597,0.155397,2.635375,2.634198,0.333633,2.561145,0.061260,0.548484,0.780264,1.014634,0.087921,1.241573,1.454471,1.649351,1.824200
2013-01-29,1.936862,2.073097,2.190126,2.289267,2.372056,2.440115,0.130577,2.612986,2.616616,0.299075,2.546107,0.046342,0.507425,0.735261,0.967664,0.069427,1.194119,1.407611,1.603835,1.780517
2013-01-28,1.950503,2.085609,2.201975,2.300864,2.383755,2.452207,0.154620,2.629664,2.639299,0.327614,2.574375,0.063490,0.536851,0.763401,0.993369,0.089281,1.216945,1.427575,1.621230,1.795786
2013-01-25,1.894262,2.031092,2.148575,2.248125,2.331379,2.400049,0.129649,2.580273,2.600114,0.274060,2.553196,0.074301,0.469406,0.691100,0.921345,0.086498,1.147737,1.362086,1.559414,1.737113
2013-01-24,1.832255,1.977462,2.101964,2.207214,2.294952,2.367025,0.060985,2.552769,2.568296,0.172959,2.514200,0.046639,0.353862,0.572982,0.808017,0.043277,1.043329,1.268490,1.477038,1.665441
2013-01-23,1.826842,1.970114,2.092762,2.196268,2.282386,2.352970,0.059145,2.533128,2.545455,0.174300,2.489622,0.041174,0.356843,0.576401,0.810970,0.039152,1.045171,1.268789,1.475531,1.661998
2013-01-22,1.843782,1.985184,2.106036,2.207865,2.292454,2.361665,0.061430,2.537167,2.547554,0.186307,2.491294,0.033060,0.374913,0.597821,0.833784,0.034843,1.068015,1.290759,1.496070,1.680801
2013-01-21,1.847839,1.986927,2.105695,2.205684,2.288672,2.356506,0.069338,2.527785,2.536728,0.200282,2.480322,0.033467,0.391656,0.615051,0.849997,0.038079,1.082291,1.302601,1.505277,1.687371
2013-01-18,1.845378,1.985585,2.105679,2.207125,2.291643,2.361032,0.079362,2.539550,2.553969,0.206835,2.501339,0.045863,0.394912,0.615530,0.848384,0.049731,1.079315,1.298950,1.501557,1.684083
2013-01-17,1.878936,2.024315,2.148874,2.254120,2.341829,2.413873,0.075183,2.599874,2.616470,0.197009,2.563977,0.051321,0.385178,0.609559,0.848316,0.051360,1.086192,1.313061,1.522699,1.711759
2013-01-16,1.831609,1.981108,2.108886,2.216501,2.305819,2.378811,0.038926,2.563021,2.573027,0.135630,2.513288,0.046304,0.311872,0.532886,0.773485,0.034514,1.016049,1.248851,1.464635,1.659433
2013-01-15,1.835296,1.984411,2.111919,2.219375,2.308636,2.381662,0.031814,2.566913,2.578533,0.134967,2.520381,0.031804,0.314906,0.537782,0.779076,0.022766,1.021641,1.254076,1.469340,1.663600
2013-01-14,1.850259,1.998634,2.125013,2.231188,2.319208,2.391180,0.035383,2.576638,2.598637,0.131216,2.558098,0.049446,0.311348,0.537891,0.783842,0.034656,1.030667,1.266313,1.483556,1.678651
2013-01-11,1.892872,2.043267,2.171107,2.278288,2.366953,2.439294,0.031195,2.624391,2.645045,0.131870,2.603465,0.043661,0.318461,0.551954,0.804630,0.029147,1.057538,1.298422,1.520003,1.718571
2013-01-10,1.869560,2.021506,2.150563,2.258650,2.347943,2.420670,0.016107,2.605351,2.623888,0.105508,2.579963,0.042453,0.286552,0.518192,0.771251,0.022690,1.025769,1.268812,1.492672,1.693383
2013-01-09,1.808936,1.959858,2.088085,2.195484,2.284196,2.356420,-0.005540,2.539216,2.556284,0.074013,2.511057,0.030067,0.247458,0.473237,0.721780,0.007012,0.972818,1.213176,1.434954,1.634040
2013-01-08,1.813771,1.962846,2.089433,2.195411,2.282911,2.354121,-0.003300,2.534120,2.550660,0.083643,2.505873,0.023484,0.260849,0.487903,0.736096,0.003739,0.985792,1.224269,1.443941,1.640899
2013-01-07,1.841733,1.991403,2.118497,2.224910,2.312793,2.384343,0.006360,2.565636,2.583113,0.097774,2.539072,0.028924,0.278432,0.508169,0.758461,0.010681,1.009810,1.249602,1.470331,1.668150
2013-01-04,1.859034,2.009897,2.138082,2.245495,2.334293,2.406682,0.002212,2.591237,2.610857,0.098148,2.568263,0.020465,0.282340,0.514929,0.767598,0.003764,1.020984,1.262563,1.484886,1.684144
2013-01-03,1.811361,1.963852,2.092820,2.200272,2.288484,2.359785,-0.010630,2.534856,2.543607,0.054746,2.491611,0.045527,0.223794,0.450829,0.703488,0.014451,0.959684,1.205143,1.431361,1.633955
2013-01-02,1.767754,1.919754,2.048214,2.155134,2.242795,2.313530,-0.027614,2.485776,2.492080,0.027943,2.438159,0.039253,0.190723,0.413834,0.664070,0.004222,0.918764,1.163255,1.388793,1.590843
2012-12-31,1.662109,1.812511,1.939584,2.045245,2.131726,2.201334,-0.038164,2.368398,2.370232,-0.013022,2.312613,0.059985,0.128727,0.337388,0.577729,0.013570,0.825631,1.065402,1.287577,1.487137
2012-12-28,1.661720,1.812093,1.939221,2.045004,2.131657,2.201472,-0.036202,2.369768,2.372739,-0.010416,2.316010,0.060667,0.131244,0.339446,0.579193,0.014776,0.826508,1.065778,1.287573,1.486881
2012-12-27,1.688833,1.839766,1.967419,2.073701,2.160832,2.231107,-0.025954,2.401477,2.406175,0.004715,2.350863,0.065901,0.149793,0.360412,0.601900,0.021835,0.850508,1.090778,1.313384,1.513382
2012-12-24,1.710316,1.863703,1.993568,2.101835,2.190743,2.262605,-0.035918,2.438701,2.446706,-0.001296,2.393387,0.052913,0.147697,0.362182,0.607444,0.009865,0.859680,1.103386,1.329201,1.532159
2012-12-21,1.707992,1.860925,1.990610,2.098922,2.188049,2.260263,-0.033695,2.439037,2.449798,0.004794,2.398676,0.049151,0.154666,0.368356,0.612026,0.008465,0.862436,1.104412,1.328768,1.530607
2012-12-20,1.722687,1.874877,2.003603,2.110818,2.198774,2.269789,-0.033254,2.443079,2.449973,0.007867,2.396442,0.048592,0.160886,0.377572,0.623725,0.008103,0.875950,1.119056,1.343918,1.545737
2012-12-19,1.752384,1.906641,2.037494,2.146853,2.236931,2.310019,-0.028941,2.492351,2.505795,0.019838,2.456785,0.043842,0.177360,0.396798,0.644845,0.006774,0.898647,1.143306,1.369833,1.573472
2012-12-18,1.734088,1.888296,2.019007,2.128138,2.217914,2.290640,-0.032458,2.470712,2.481849,0.009139,2.430862,0.048592,0.162494,0.379704,0.626711,0.008436,0.880146,1.124774,1.351397,1.555137
2012-12-17,1.712871,1.868308,2.000214,2.110466,2.201269,2.274919,-0.039162,2.458121,2.470550,-0.005535,2.419844,0.050260,0.142686,0.356881,0.602421,0.007052,0.855478,1.100460,1.327899,1.532718
2012-12-14,1.684523,1.841232,1.974313,2.085612,2.177323,2.251739,-0.047326,2.436989,2.449555,-0.024956,2.398124,0.054365,0.116326,0.326644,0.570416,0.006641,0.823099,1.068578,1.297011,1.503063
2012-12-13,1.684072,1.842224,1.976850,2.089737,2.183032,2.258996,-0.048350,2.450867,2.467929,-0.026082,2.419335,0.052343,0.114385,0.323808,0.566955,0.005095,0.819437,1.065172,1.294276,1.501343
2012-12-12,1.683374,1.841345,1.975818,2.088577,2.181768,2.257648,-0.048018,2.449310,2.466345,-0.025370,2.417787,0.052115,0.115189,0.324522,0.567473,0.005086,0.819707,1.065178,1.294026,1.500855
2012-12-11,1.689499,1.848387,1.983773,2.097427,2.191482,2.268187,-0.050391,2.463276,2.482642,-0.025949,2.435614,0.047652,0.115747,0.325901,0.569559,0.001411,0.822498,1.068722,1.298384,1.506079
2012-12-10,1.664873,1.823695,1.959235,2.073199,2.167667,2.244846,-0.051752,2.442410,2.463596,-0.032133,2.417631,0.049822,0.105039,0.311246,0.551662,0.002432,0.802084,1.046468,1.274880,1.481819
2012-12-07,1.670000,1.828899,1.964529,2.078596,2.173179,2.250483,-0.052304,2.448724,2.470540,-0.030405,2.425091,0.046746,0.108184,0.315239,0.556142,0.000291,0.806835,1.051369,1.279871,1.486879
2012-12-06,1.694980,1.848692,1.979713,2.089773,2.180930,2.255350,-0.033439,2.445424,2.465319,0.008704,2.420647,0.041374,0.157535,0.367983,0.607799,0.004016,0.854673,1.093908,1.316495,1.517533
2012-12-05,1.708226,1.861181,1.991921,2.102099,2.193702,2.268820,-0.023276,2.464279,2.489947,0.029361,2.450090,0.037370,0.182372,0.393243,0.631475,0.005474,0.875909,1.112569,1.332855,1.532065
2012-12-04,1.749218,1.902065,2.032732,2.142902,2.234569,2.309825,-0.015501,2.506830,2.534727,0.050423,2.497143,0.030951,0.212042,0.428273,0.669667,0.004263,0.915827,1.153316,1.373906,1.573146
2012-12-03,1.762858,1.916569,2.047768,2.158198,2.249911,2.325048,-0.017685,2.520206,2.545891,0.047182,2.506532,0.031989,0.210019,0.428645,0.672877,0.003934,0.921860,1.161890,1.384611,1.585534
2012-11-30,1.731776,1.885141,2.016134,2.126451,2.218111,2.293232,-0.020728,2.488414,2.513914,0.036467,2.474147,0.036142,0.193423,0.407603,0.648527,0.005535,0.895093,1.133392,1.354902,1.554998
2012-11-29,1.744084,1.897753,2.028974,2.139464,2.231257,2.306482,-0.020810,2.502007,2.527818,0.039243,2.488408,0.033540,0.198546,0.414626,0.657066,0.003811,0.904823,1.144047,1.366265,1.566900
2012-11-28,1.728031,1.881791,2.012951,2.123248,2.214738,2.289574,-0.027191,2.482533,2.505731,0.026431,2.464148,0.034973,0.182381,0.397024,0.639141,0.002292,0.887148,1.126848,1.349561,1.550595
2012-11-27,1.812201,1.967392,2.099537,2.210462,2.302293,2.377238,-0.016557,2.568466,2.587959,0.056666,2.541976,0.026724,0.227386,0.453191,0.703755,0.000801,0.958154,1.202683,1.429028,1.632772
2012-11-26,1.813303,1.971093,2.105554,2.218509,2.312096,2.388543,-0.021189,2.584373,2.605530,0.045298,2.559886,0.030617,0.213116,0.438631,0.690591,0.001462,0.947387,1.194823,1.424247,1.631023
2012-11-23,1.832680,1.989379,2.122674,2.234452,2.326897,2.402264,-0.025157,2.593976,2.613001,0.050486,2.566527,0.017776,0.224885,0.454873,0.709629,-0.008212,0.967925,1.215897,1.445168,1.651321
2012-11-22,1.837032,1.991955,2.123436,2.233416,2.324116,2.397820,-0.020164,2.582773,2.597513,0.057264,2.548507,0.021556,0.233182,0.464160,0.719284,-0.004061,0.977345,1.224559,1.452659,1.657340
2012-11-21,1.835215,1.988909,2.119225,2.228122,2.317826,2.390624,-0.018377,2.572286,2.585264,0.060663,2.535391,0.021478,0.237342,0.468399,0.723080,-0.003450,0.980325,1.226477,1.453374,1.656791
2012-11-20,1.797640,1.951637,2.082242,2.191377,2.281256,2.354159,-0.024300,2.535444,2.547164,0.041993,2.495769,0.029056,0.210337,0.436164,0.687753,-0.000814,0.943333,1.188733,1.415431,1.618958
2012-11-19,1.755794,1.910543,2.042061,2.152189,2.243082,2.316981,-0.033792,2.502330,2.516354,0.021891,2.465981,0.029472,0.182224,0.402244,0.649846,-0.003900,0.902898,1.146901,1.373048,1.576633
2012-11-16,1.744196,1.899401,2.031456,2.142174,2.233683,2.308204,-0.042616,2.496395,2.512490,0.012730,2.463491,0.020343,0.172332,0.391552,0.638469,-0.012854,0.891043,1.134804,1.360934,1.564699
2012-11-15,1.752542,1.906236,2.036631,2.145610,2.235363,2.308153,-0.037825,2.488853,2.499854,0.018469,2.447701,0.025571,0.179723,0.400586,0.648745,-0.007928,0.901989,1.145820,1.371475,1.574315
2012-11-14,1.757117,1.908365,2.036353,2.143023,2.230598,2.301364,-0.034053,2.474339,2.480915,0.026898,2.426435,0.024740,0.191169,0.413570,0.662020,-0.007119,0.914569,1.156972,1.380695,1.581291
2012-11-13,1.734362,1.884948,2.012311,2.118393,2.205417,2.275666,-0.046702,2.446541,2.451655,0.012076,2.396147,0.014273,0.174730,0.395861,0.643255,-0.018379,0.894878,1.136439,1.359379,1.559236
2012-11-12,1.757432,1.908677,2.036254,2.142191,2.228794,2.298419,-0.038053,2.464830,2.465516,0.017279,2.406547,0.029629,0.180356,0.403940,0.654607,-0.005755,0.909570,1.154111,1.379466,1.581115
2012-11-09,1.758518,1.909484,2.036809,2.142530,2.228955,2.298437,-0.043893,2.464549,2.465330,0.015030,2.406596,0.019836,0.180305,0.405123,0.656378,-0.014088,0.911515,1.155979,1.381120,1.582492
2012-11-08,1.789968,1.941140,2.068250,2.173442,2.259116,2.327700,-0.039323,2.488738,2.485314,0.021860,2.423710,0.025110,0.191270,0.420803,0.676561,-0.009355,0.935560,1.183066,1.410404,1.613193
2012-11-07,1.793983,1.943873,2.069632,2.173461,2.257802,2.325111,-0.047479,2.481006,2.474433,0.018968,2.411070,0.012246,0.192398,0.424736,0.682209,-0.020584,0.942003,1.189573,1.416425,1.618339
2012-11-06,1.838932,1.988959,2.115058,2.219407,2.304413,2.372499,-0.029357,2.532987,2.530779,0.050996,2.470927,0.013976,0.232192,0.468445,0.727551,-0.012696,0.987747,1.235158,1.461696,1.663363
2012-11-05,1.842512,1.991719,2.116880,2.220213,2.304158,2.371164,-0.016522,2.526604,2.520516,0.059384,2.457917,0.032613,0.238467,0.473883,0.732744,0.003710,0.992873,1.240163,1.466418,1.667607
2012-11-02,1.856997,2.005562,2.130230,2.233217,2.316954,2.383873,-0.020015,2.540065,2.535557,0.066465,2.474591,0.016944,0.251591,0.490062,0.750097,-0.007414,1.010286,1.257044,1.482510,1.682861
2012-11-01,1.876264,2.024795,2.149564,2.252769,2.336817,2.404120,-0.010819,2.562735,2.560635,0.081984,2.501657,0.018450,0.270424,0.510352,0.770773,-0.003001,1.030802,1.277186,1.502259,1.702302
2012-10-31,1.878971,2.027668,2.152756,2.256398,2.340968,2.408852,-0.010770,2.570568,2.571096,0.085591,2.514045,0.013542,0.275387,0.515443,0.775405,-0.005984,1.034790,1.280575,1.505213,1.705030
2012-10-30,1.873353,2.020967,2.145140,2.248154,2.332463,2.400496,-0.017334,2.569241,2.584848,0.077087,2.546751,0.012343,0.267828,0.509677,0.771208,-0.009485,1.031489,1.277421,1.501580,1.700501
2012-10-29,1.878657,2.028259,2.154329,2.258993,2.344600,2.413512,-0.006346,2.579911,2.584115,0.087865,2.529873,0.019678,0.275868,0.514596,0.773721,-0.000418,1.032729,1.278537,1.503522,1.703935
2012-10-26,1.903910,2.054418,2.181326,2.286771,2.373107,2.442702,-0.004793,2.611896,2.618058,0.095949,2.565176,0.014545,0.288566,0.530615,0.792198,-0.003117,1.053096,1.300421,1.526678,1.728198
2012-10-25,1.953226,2.104002,2.231124,2.336770,2.423317,2.493145,0.002800,2.663878,2.671922,0.118058,2.620909,0.007110,0.320543,0.569168,0.835037,-0.005079,1.098661,1.347680,1.574971,1.777120
2012-10-24,1.928230,2.077601,2.203728,2.308716,2.394872,2.464516,0.006499,2.635988,2.645512,0.120307,2.595737,0.009691,0.319397,0.563764,0.825218,-0.001855,1.084700,1.330076,1.554318,1.754017
2012-10-23,1.925597,2.072856,2.197214,2.300749,2.385735,2.454455,0.016612,2.623847,2.633479,0.134768,2.584535,0.013290,0.334806,0.577988,0.837035,0.004289,1.093524,1.335748,1.556941,1.753848
2012-10-22,1.941683,2.088290,2.212068,2.315105,2.399678,2.468066,0.024214,2.636760,2.646651,0.147805,2.598341,0.014816,0.351053,0.595900,0.855580,0.008065,1.112043,1.353851,1.574425,1.770633
2012-10-19,1.940994,2.088859,2.213367,2.316692,2.401195,2.469232,0.011761,2.633993,2.639216,0.128629,2.586951,0.012926,0.330559,0.577163,0.840095,0.002001,1.100285,1.345682,1.569373,1.768083
2012-10-18,1.960250,2.109839,2.235768,2.340247,2.425674,2.494442,0.013100,2.660966,2.666451,0.128748,2.614012,0.017360,0.331636,0.580459,0.846230,0.005147,1.109449,1.357790,1.584187,1.785288
2012-10-17,1.962727,2.114332,2.241832,2.347488,2.433756,2.503084,0.003249,2.669787,2.673631,0.112582,2.619299,0.016941,0.313921,0.564065,0.832705,0.001037,1.099451,1.351414,1.581194,1.785268
2012-10-16,1.904900,2.055744,2.182716,2.287999,2.373994,2.443109,-0.006801,2.608892,2.611450,0.089909,2.555494,0.018577,0.281436,0.524063,0.787031,-0.001456,1.049570,1.298459,1.526029,1.728537
2012-10-15,1.837783,1.987641,2.113789,2.218351,2.303687,2.372181,-0.017571,2.535063,2.534858,0.062117,2.476353,0.024849,0.241489,0.475485,0.732353,-0.001341,0.990581,1.236409,1.461775,1.662659
2012-10-12,1.850743,2.000616,2.126607,2.230892,2.315873,2.383967,-0.021986,2.544804,2.543126,0.061146,2.483780,0.018087,0.243882,0.480873,0.740223,-0.007363,1.000384,1.247619,1.473929,1.675370
2012-10-11,1.880473,2.030907,2.157321,2.261925,2.347149,2.415431,-0.012874,2.576827,2.575587,0.074707,2.516731,0.023411,0.261223,0.501360,0.763281,-0.000734,1.025503,1.274365,1.501942,1.704357
2012-10-10,1.883956,2.035082,2.161848,2.266530,2.351616,2.419597,-0.020806,2.578340,2.574253,0.063913,2.513118,0.020875,0.250640,0.492629,0.757092,-0.005458,1.021955,1.273220,1.502795,1.706749
2012-10-09,1.906603,2.057534,2.184127,2.288673,2.373669,2.441604,-0.016454,2.600665,2.597394,0.075929,2.537198,0.016995,0.267572,0.512570,0.778754,-0.006314,1.044497,1.296116,1.525738,1.729578
2012-10-08,1.912273,2.063139,2.189525,2.293767,2.378394,2.445923,-0.022789,2.602930,2.598107,0.071690,2.536917,0.009526,0.265617,0.512760,0.780770,-0.013468,1.047949,1.300609,1.530911,1.735124
2012-10-05,1.936309,2.088030,2.215137,2.319977,2.405096,2.473027,-0.005369,2.631132,2.626654,0.087854,2.565556,0.029086,0.281756,0.529624,0.798768,0.005240,1.067256,1.321246,1.552808,1.758160
2012-10-04,1.901918,2.054993,2.183629,2.289948,2.376330,2.445195,-0.011213,2.601455,2.585076,0.079057,2.505908,0.020634,0.266732,0.507849,0.771196,-0.001699,1.035465,1.286916,1.517422,1.722875
2012-10-03,1.882049,2.035204,2.164436,2.271749,2.359413,2.429754,-0.016101,2.594225,2.584896,0.077405,2.510843,0.008690,0.264109,0.502192,0.761831,-0.010727,1.022553,1.271067,1.499433,1.703568
2012-10-02,1.894235,2.047030,2.175903,2.282875,2.370226,2.440287,-0.013017,2.603847,2.594221,0.084532,2.520204,0.007566,0.273910,0.513659,0.774235,-0.010320,1.035386,1.283986,1.512218,1.716088
2012-10-01,1.896944,2.048828,2.176715,2.282658,2.368966,2.437992,-0.007240,2.596914,2.583848,0.089318,2.507433,0.015054,0.278501,0.518362,0.779064,-0.003524,1.040198,1.288572,1.516361,1.719593
2012-09-28,1.869088,2.021090,2.148903,2.254593,2.340496,2.408990,-0.013760,2.564205,2.547080,0.071264,2.467045,0.021967,0.253932,0.490507,0.749888,-0.001639,1.010800,1.259483,1.487753,1.691431
2012-09-27,1.886937,2.038266,2.165304,2.270169,2.355231,2.422896,-0.009924,2.574574,2.555141,0.079720,2.473765,0.021759,0.266066,0.505389,0.766670,-0.000449,1.028750,1.277999,1.506365,1.709787
2012-09-26,1.898470,2.050621,2.178709,2.284798,2.371209,2.440301,-0.014318,2.599203,2.585828,0.084065,2.509005,0.006381,0.274778,0.515914,0.777672,-0.011642,1.039670,1.288744,1.517095,1.720771
2012-09-25,1.966698,2.119766,2.248145,2.354152,2.440309,2.509132,-0.006425,2.669335,2.663563,0.097544,2.599079,0.015567,0.297903,0.549719,0.821436,-0.003599,1.091803,1.347366,1.580385,1.787157
2012-09-24,1.982416,2.136017,2.264879,2.371337,2.457923,2.527158,-0.011640,2.689280,2.685223,0.098493,2.622241,0.004131,0.303229,0.558156,0.832095,-0.012782,1.104071,1.360827,1.594761,1.802264
2012-09-21,1.995033,2.148745,2.277479,2.383629,2.469778,2.538492,-0.011566,2.697652,2.691118,0.098791,2.626431,0.005748,0.305196,0.562375,0.838616,-0.011893,1.112638,1.371040,1.606180,1.814466
